제목,카테고리1,카테고리2,카테고리3,지역명,시군구명
미가할매,음식,음식점,한식,서울,관악구
산토리니,음식,음식점,서양식,강원도,춘천시
참맛깔곱창,음식,음식점,한식,서울,중랑구
백석골,음식,음식점,한식,서울,마포구
성민촌,음식,음식점,한식,서울,영등포구
인연,음식,음식점,한식,경기도,파주시
아라섬(강남역점),음식,음식점,일식,서울,강남구
뜰에서화로구이(학동역점),음식,음식점,한식,서울,강남구
스모크가든,음식,음식점,한식,경기도,성남시
초롱이고모네부대찌개,음식,음식점,한식,서울,강동구
김광분의 풀향기손칼국수,음식,음식점,한식,서울,동작구
황소곳간,음식,음식점,한식,경상북도,안동시
갈비구락부,음식,음식점,한식,울산,울주군
산타배,음식,음식점,서양식,울산,울주군
대복대구탕,음식,음식점,한식,울산,울주군
춘천메밀막국수1호,음식,음식점,한식,울산,울주군
만복래숯불구이,음식,음식점,한식,울산,울주군
진오리가든 영양돌솥밥,음식,음식점,한식,울산,울주군
토끼마당가든,음식,음식점,한식,울산,울주군
솔밭집,음식,음식점,한식,울산,울주군
산여울,음식,음식점,한식,울산,울주군
늘푸른횟집,음식,음식점,한식,울산,울주군
간절곶민아횟집,음식,음식점,한식,울산,울주군
패밀리육고기뷔페,음식,음식점,한식,울산,울주군
청남대가든,음식,음식점,한식,울산,남구
늘찬마루,음식,음식점,한식,울산,남구
태평원,음식,음식점,한식,울산,남구
풍운가든,음식,음식점,한식,울산,울주군
진장한우센타,음식,음식점,한식,울산,북구
진장동암소한마리,음식,음식점,한식,울산,북구
주전백숙,음식,음식점,한식,울산,동구
다향오리농원 호계점 (구.정원가든),음식,음식점,한식,울산,북구
들림집,음식,음식점,한식,울산,북구
이맛콩나물국밥(본점),음식,음식점,한식,전라북도,전주시
황금륭버거,음식,음식점,서양식,제주도,서귀포시
도란도란삼치호프,음식,음식점,한식,인천,중구
동그라미삼치,음식,음식점,한식,인천,중구
양산박삼치,음식,음식점,한식,인천,중구
인하의집,음식,음식점,한식,인천,중구
전동삼치,음식,음식점,한식,인천,중구
큰손집삼치,음식,음식점,한식,인천,중구
원조할머니 낙지센타,음식,음식점,한식,서울,중구
이강순실비집,음식,음식점,한식,서울,종로구
대창반점,음식,음식점,중식,인천,중구
오복장,음식,음식점,중식,인천,중구
중국성,음식,음식점,중식,인천,중구
태림봉,음식,음식점,중식,인천,중구
풍미,음식,음식점,중식,인천,중구
놀부보쌈과돌솥밥(전주서신점),음식,음식점,한식,전라북도,전주시
춘향가든,음식,음식점,한식,전라북도,남원시
웰빙황토우렁이쌈밥,음식,음식점,한식,경상북도,경주시
해미해물찜 참가자미회전문점,음식,음식점,한식,경상북도,경주시
숲속가든,음식,음식점,한식,광주,북구
유명회관,음식,음식점,한식,광주,북구
맛사랑,음식,음식점,한식,광주,북구
우미추어탕,음식,음식점,한식,광주,남구
풍천민물장어,음식,음식점,한식,광주,북구
구진포장어,음식,음식점,한식,광주,남구
승일식당,음식,음식점,한식,전라남도,담양군
가매옛날짱뚱어탕,음식,음식점,한식,광주,서구
가매,음식,음식점,일식,광주,서구
장가계,음식,음식점,중식,광주,북구
해동활어,음식,음식점,한식,광주,북구
광양숯불구이 (지산점),음식,음식점,한식,광주,동구
빛고을 홍어마당,음식,음식점,한식,광주,광산구
람바다,음식,음식점,한식,광주,북구
완도청정바다,음식,음식점,한식,광주,북구
나비야청산가자,음식,음식점,한식,광주,동구
강화어부네꽃게탕,음식,음식점,한식,인천,강화군
다미향,음식,음식점,중식,광주,광산구
용전식육회관,음식,음식점,한식,광주,북구
금성칡냉면,음식,음식점,한식,광주,북구
한우삼형제,음식,음식점,한식,광주,남구
락식해물탕,음식,음식점,한식,전라남도,목포시
담양숯불갈비,음식,음식점,한식,전라남도,목포시
다원한정식,음식,음식점,한식,전라남도,목포시
경복궁 ,음식,음식점,한식,전라남도,목포시
황금어장,음식,음식점,한식,전라남도,목포시
해촌,음식,음식점,한식,전라남도,목포시
어바웃샤브(대학로점),음식,음식점,한식,서울,종로구
어바웃샤브(영덕점),음식,음식점,한식,경상북도,영덕군
어바웃샤브(동서변점),음식,음식점,한식,대구,북구
정동국시,음식,음식점,한식,서울,중구
콩두,음식,음식점,이색음식점,서울,중구
봉평막국수,음식,음식점,한식,강원도,평창군
진미식당,음식,음식점,한식,강원도,평창군
풀내음,음식,음식점,한식,강원도,평창군
현대막국수,음식,음식점,한식,강원도,평창군
연두,음식,음식점,카페/전통찻집,서울,종로구
소야촌,음식,음식점,한식,강원도,속초시
토다이 (목동점),음식,음식점,패밀리레스토랑,서울,양천구
마포소문난원조족발,음식,음식점,한식,서울,마포구
오향족발,음식,음식점,한식,서울,마포구
한방족발,음식,음식점,한식,서울,마포구
마포유가궁중족발,음식,음식점,한식,서울,마포구
남해해물탕,음식,음식점,한식,인천,부평구
대하해물탕,음식,음식점,한식,인천,부평구
부흥해물탕,음식,음식점,한식,인천,부평구
서해해물탕,음식,음식점,한식,인천,부평구
해물명가동해해물탕,음식,음식점,한식,인천,부평구
대흥정갈비,음식,음식점,한식,서울,동작구
현희네갈비,음식,음식점,한식,서울,동작구
호남숯불갈비,음식,음식점,한식,서울,동작구
황토방,음식,음식점,한식,서울,동작구
흑석골,음식,음식점,한식,서울,동작구
선아네 (선아식당),음식,음식점,한식,서울,마포구
늘푸른식당,음식,음식점,한식,서울,마포구
대청마루,음식,음식점,한식,서울,마포구
우리식당,음식,음식점,한식,서울,마포구
뚱보네홍어,음식,음식점,한식,서울,영등포구
원조홍어본점,음식,음식점,한식,서울,영등포구
홍어마을,음식,음식점,한식,서울,영등포구
홍어야울지마라,음식,음식점,한식,서울,영등포구
홍어명가,음식,음식점,한식,서울,영등포구
논개고을,음식,음식점,한식,전라북도,장수군
전주식당,음식,음식점,한식,서울,중구
중앙식당,음식,음식점,한식,서울,중구
호남식당,음식,음식점,한식,서울,중구
희락,음식,음식점,한식,서울,중구
장위동유성집(중구점),음식,음식점,한식,서울,중구
UFO 카페&펜션,음식,음식점,이색음식점,제주도,제주시
밀탑(Meal top) 압구정본점,음식,음식점,카페/전통찻집,서울,강남구
리북손만두,음식,음식점,한식,서울,중구
달동네광주,음식,음식점,한식,서울,관악구
남원집,음식,음식점,한식,서울,관악구
전라도별장순대,음식,음식점,한식,서울,관악구
보노보노(삼성점),음식,음식점,패밀리레스토랑,서울,강남구
보노보노(마포점),음식,음식점,패밀리레스토랑,서울,마포구
서강8경,음식,음식점,서양식,서울,마포구
디아(THE ?),음식,음식점,서양식,서울,서초구
코지하우스,음식,음식점,한식,경기도,파주시
들꽃세상,음식,음식점,한식,전라남도,함평군
통일호,음식,음식점,한식,인천,강화군
아이 해브 어 드림(I Have a Dream),음식,음식점,서양식,서울,강남구
티 테라피,음식,음식점,카페/전통찻집,서울,강남구
성곡미술관카페,음식,음식점,카페/전통찻집,서울,종로구
진촌설렁탕 ,음식,음식점,한식,서울,성동구
노사봉가 아리랑,음식,음식점,한식,서울,중구
양마니(여의도점),음식,음식점,한식,서울,영등포구
양마니(청담점),음식,음식점,한식,서울,강남구
정감어린 ,음식,음식점,한식,서울,용산구
코리아하우스 ,음식,음식점,한식,서울,강남구
토기장이 ,음식,음식점,한식,서울,양천구
별장횟집,음식,음식점,한식,경상남도,고성군
나포리횟집,음식,음식점,한식,경상남도,고성군
대봉장횟집,음식,음식점,한식,경상남도,고성군
고성하모횟집,음식,음식점,한식,경상남도,고성군
전사마,음식,음식점,한식,전라남도,완도군
가든산장,음식,음식점,한식,전라남도,곡성군
별천지가든,음식,음식점,한식,전라남도,곡성군
삼학집,음식,음식점,한식,전라남도,여수시
풍산식당,음식,음식점,한식,전라남도,여수시
복춘식당,음식,음식점,한식,전라남도,여수시
역전추어탕,음식,음식점,한식,경상북도,청도군
의성식당,음식,음식점,한식,경상북도,청도군
오산추어탕,음식,음식점,한식,경상북도,청도군
운암정,음식,음식점,한식,강원도,정선군
부산식당,음식,음식점,한식,경상북도,청송군
대장금(삼성점) ,음식,음식점,한식,서울,강남구
하남타운,음식,음식점,한식,경기도,연천군
향적산묵집,음식,음식점,한식,충청남도,계룡시
블라인드아트레스토랑,음식,음식점,이색음식점,서울,광진구
고관,음식,음식점,카페/전통찻집,서울,종로구
한남 새말카페 ,음식,음식점,카페/전통찻집,서울,강남구
미소쌈밥,음식,음식점,한식,전라남도,여수시
남해생선구이,음식,음식점,한식,전라남도,여수시
오직한우,음식,음식점,한식,강원도,강릉시
최고집칼국수,음식,음식점,한식,강원도,강릉시
대승춘,음식,음식점,중식,강원도,삼척시
원조쌈밥집(화정점),음식,음식점,한식,경기도,고양시
화동갈비,음식,음식점,한식,경기도,고양시
베누스,음식,음식점,서양식,경기도,고양시
아소산 ,음식,음식점,일식,경기도,고양시
신선설농탕(일산백석점),음식,음식점,한식,경기도,고양시
부숑,음식,음식점,서양식,경기도,고양시
본가(라페스타점),음식,음식점,한식,경기도,고양시
새마을식당(라페스타점),음식,음식점,한식,경기도,고양시
주문진대게뷔페,음식,음식점,한식,경기도,고양시
고구려 최강달인의집,음식,음식점,한식,경기도,파주시
우노(일산호수공원점),음식,음식점,패밀리레스토랑,경기도,고양시
국수예찬,음식,음식점,한식,경기도,고양시
양수면옥,음식,음식점,한식,경기도,고양시
가나안덕 굼터(구.온누리장작구이),음식,음식점,한식,경기도,고양시
대도무문,음식,음식점,중식,경기도,고양시
바이킹스(일산주엽점),음식,음식점,패밀리레스토랑,경기도,고양시
광주본갈비,음식,음식점,한식,경기도,광주시
최미자소머리국밥(본관),음식,음식점,한식,경기도,광주시
신선설농탕(구리점),음식,음식점,한식,경기도,구리시
신선설농탕(산본점),음식,음식점,한식,경기도,군포시
신선설농탕(김포점),음식,음식점,한식,경기도,김포시
시가올비빔국수,음식,음식점,한식,경기도,남양주시
가든갤러리,음식,음식점,서양식,경기도,남양주시
느티나무(본관),음식,음식점,한식,경기도,남양주시
미음매운탕,음식,음식점,한식,경기도,남양주시
버드나무집,음식,음식점,한식,경기도,남양주시
안채,음식,음식점,한식,경기도,남양주시
애플,음식,음식점,카페/전통찻집,경기도,남양주시
여울목농원,음식,음식점,한식,경기도,남양주시
오동나무집,음식,음식점,한식,경기도,남양주시
오두막,음식,음식점,한식,경기도,남양주시
본가조림방,음식,음식점,한식,경기도,남양주시
좋구먼(미음나루점),음식,음식점,한식,경기도,남양주시
초대한정식,음식,음식점,한식,경기도,남양주시
토방 라이브카페,음식,음식점,카페/전통찻집,경기도,남양주시
토방촌,음식,음식점,한식,경기도,남양주시
고향산장,음식,음식점,한식,충청남도,천안시
명동보리밥,음식,음식점,한식,충청남도,천안시
나무마당,음식,음식점,한식,충청남도,천안시
진주회관,음식,음식점,한식,충청남도,천안시
마실,음식,음식점,한식,충청남도,천안시
천진,음식,음식점,중식,충청남도,천안시
대가문,음식,음식점,한식,충청남도,공주시
예가,음식,음식점,한식,충청남도,공주시
연기숯불갈비,음식,음식점,한식,충청남도,공주시
케이프타운,음식,음식점,서양식,충청남도,공주시
산수림한정식,음식,음식점,한식,충청남도,보령시
신토불이,음식,음식점,한식,충청남도,보령시
하루,음식,음식점,한식,충청남도,보령시
낙원가든,음식,음식점,한식,충청남도,아산시
현대갈비(회관),음식,음식점,한식,충청남도,아산시
산호왕해물찜,음식,음식점,일식,충청남도,아산시
피나클랜드,음식,음식점,서양식,충청남도,아산시
목화반점,음식,음식점,중식,충청남도,아산시
대도관,음식,음식점,한식,충청남도,서산시
갈산농장가든,음식,음식점,한식,충청남도,서산시
서산꽃게장,음식,음식점,한식,충청남도,서산시
이조면옥(구. 청미일식),음식,음식점,일식,충청남도,서산시
자매곱창(구. 서림숯불갈비),음식,음식점,한식,충청남도,서산시
서령산아구,음식,음식점,한식,충청남도,서산시
연산할머니순대 연풍식당,음식,음식점,한식,충청남도,논산시
보은집,음식,음식점,한식,충청남도,논산시
소나무,음식,음식점,한식,충청남도,논산시
신동회관,음식,음식점,한식,충청남도,논산시
토담,음식,음식점,한식,충청남도,계룡시
마달피가든,음식,음식점,한식,충청남도,금산군
금산삼원가든,음식,음식점,한식,충청남도,금산군
하늘과소나무,음식,음식점,서양식,세종특별자치시,세종특별자치시
원두막,음식,음식점,한식,세종특별자치시,세종특별자치시
미향,음식,음식점,한식,세종특별자치시,세종특별자치시
청향일식,음식,음식점,일식,세종특별자치시,세종특별자치시
백제의집,음식,음식점,한식,충청남도,부여군
하늘채,음식,음식점,한식,충청남도,부여군
솔내음레스토랑,음식,음식점,서양식,충청남도,부여군
향우정,음식,음식점,한식,충청남도,부여군
황토정 (구드래 황토정),음식,음식점,한식,충청남도,부여군
남태평양회타운,음식,음식점,한식,충청남도,부여군
메밀꽃필무렵,음식,음식점,한식,충청남도,부여군
덕수궁해물칼국수,음식,음식점,한식,충청남도,서천군
새암물,음식,음식점,한식,충청남도,서천군
바다횟집,음식,음식점,한식,충청남도,서천군
삼성식당,음식,음식점,한식,충청남도,서천군
칠갑산골,음식,음식점,한식,충청남도,청양군
까치내흥부가든,음식,음식점,한식,충청남도,청양군
사슴가든(홍성한우갈비),음식,음식점,한식,충청남도,홍성군
산울림,음식,음식점,한식,충청남도,홍성군
한올채,음식,음식점,한식,충청남도,홍성군
삼우갈비,음식,음식점,한식,충청남도,예산군
아리장가든,음식,음식점,한식,충청남도,예산군
예당가든,음식,음식점,한식,충청남도,예산군
할머니딸 숯불곱창마을,음식,음식점,한식,충청남도,예산군
우리식당,음식,음식점,한식,충청남도,예산군
인평장어메기집,음식,음식점,한식,충청남도,태안군
푸른바다횟집,음식,음식점,한식,충청남도,태안군
김가면옥,음식,음식점,한식,충청남도,당진시
우렁이박사,음식,음식점,한식,충청남도,당진시
해변회센터,음식,음식점,한식,충청남도,당진시
하늘정원,음식,음식점,한식,경기도,남양주시
강원도동치미메밀막국수(덕소점),음식,음식점,한식,경기도,남양주시
해마루,음식,음식점,한식,경기도,남양주시
행복의 강,음식,음식점,카페/전통찻집,경기도,남양주시
고당,음식,음식점,카페/전통찻집,경기도,남양주시
금남멧돼지,음식,음식점,한식,경기도,남양주시
조마루감자탕(원종사거리점),음식,음식점,한식,경기도,부천시
낭만의둥지,음식,음식점,서양식,경기도,부천시
홍콩반점0410(부천역점),음식,음식점,중식,경기도,부천시
신선설농탕(중동점),음식,음식점,한식,경기도,부천시
원조쌈밥집(부천중동점),음식,음식점,한식,경기도,부천시
이쯔모,음식,음식점,일식,경기도,성남시
기와집(미금점),음식,음식점,한식,경기도,성남시
백현긴자,음식,음식점,일식,경기도,성남시
구스토커피(분당점),음식,음식점,카페/전통찻집,경기도,성남시
뉴욕바닷가재 (분당점),음식,음식점,서양식,경기도,성남시
신선설농탕(분당서현점),음식,음식점,한식,경기도,성남시
자산어보,음식,음식점,일식,경기도,성남시
바이킹스(분당서현점),음식,음식점,패밀리레스토랑,경기도,성남시
약초마을삼계탕(구. 제주이야기),음식,음식점,한식,경기도,성남시
사뽀레(Sapore),음식,음식점,서양식,경기도,성남시
향촌,음식,음식점,한식,경기도,성남시
그릴다이닝 룩앳미,음식,음식점,서양식,경기도,성남시
방짜삼겹살,음식,음식점,한식,경기도,성남시
신선설농탕 (분당정자점),음식,음식점,한식,경기도,성남시
집밥,음식,음식점,서양식,경기도,성남시
천객가(분당점),음식,음식점,중식,경기도,성남시
체리스시,음식,음식점,일식,경기도,성남시
춘자싸롱,음식,음식점,서양식,경기도,성남시
커피지인 (정자점),음식,음식점,카페/전통찻집,경기도,성남시
왕순대,음식,음식점,한식,경기도,수원시
남경그옛날손짜장,음식,음식점,중식,경기도,수원시
신바람돼지주물럭,음식,음식점,한식,경기도,수원시
정수원돼지갈비,음식,음식점,한식,경기도,수원시
참목향,음식,음식점,한식,경기도,수원시
현경(매탄점),음식,음식점,중식,경기도,수원시
500번의인연(영통본점),음식,음식점,한식,경기도,수원시
신선설농탕(수원영통점),음식,음식점,한식,경기도,수원시
지호한방삼계탕,음식,음식점,한식,경기도,수원시
길림성,음식,음식점,중식,경기도,수원시
신선설농탕(북수원점),음식,음식점,한식,경기도,수원시
신선설농탕(안산중앙점),음식,음식점,한식,경기도,안산시
청화대농원,음식,음식점,한식,경기도,수원시
무등산,음식,음식점,한식,경기도,수원시
이대감,음식,음식점,한식,경기도,수원시
장수생고기,음식,음식점,한식,경기도,수원시
토담골,음식,음식점,한식,경기도,수원시
원주추어탕,음식,음식점,한식,경기도,시흥시
인연쌈밥한정식,음식,음식점,한식,경기도,시흥시
가나안덕(시흥직영점),음식,음식점,한식,경기도,시흥시
홍천덤바우록계탕,음식,음식점,한식,경기도,안산시
원조쌈밥집평촌점,음식,음식점,한식,경기도,안양시
바이킹스(안산점),음식,음식점,패밀리레스토랑,경기도,안산시
약산골,음식,음식점,한식,경기도,안성시
싼타루치아,음식,음식점,서양식,경기도,안양시
이조성쑥돌밥설렁탕(비산점),음식,음식점,한식,경기도,안양시
진성민물장어,음식,음식점,한식,경기도,안양시
홍콩반점0410(안양1번가점),음식,음식점,중식,경기도,안양시
시실리,음식,음식점,한식,경기도,양주시
송추가마골(본관),음식,음식점,한식,경기도,양주시
교외선,음식,음식점,한식,경기도,양주시
옹화산방,음식,음식점,한식,경기도,양평군
마당,음식,음식점,한식,경기도,양평군
이조본가,음식,음식점,한식,경기도,여주시
본가(오산원동점),음식,음식점,한식,경기도,오산시
콩마당(삼대양콩사랑),음식,음식점,한식,경기도,오산시
원조쌈밥집(죽전점),음식,음식점,한식,경기도,용인시
원조쌈밥집(주엽점),음식,음식점,한식,경기도,고양시
신선설농탕(수지점),음식,음식점,한식,경기도,용인시
서울24시감자탕,음식,음식점,한식,경기도,용인시
고가,음식,음식점,한식,경기도,용인시
가마솥토종순대국,음식,음식점,한식,경기도,용인시
팔선생(죽전점),음식,음식점,중식,경기도,용인시
황해바지락손칼국수,음식,음식점,한식,경기도,용인시
올리브,음식,음식점,카페/전통찻집,경기도,용인시
티엔차이 ,음식,음식점,중식,경기도,용인시
하이드파크,음식,음식점,서양식,경기도,용인시
노블차이나,음식,음식점,중식,경기도,용인시
산사랑,음식,음식점,한식,경기도,용인시
가보정갈비 4관,음식,음식점,한식,경기도,용인시
닐리파스타 (수지점),음식,음식점,서양식,경기도,용인시
미담(한택식물원),음식,음식점,한식,경기도,용인시
청룡,음식,음식점,한식,경기도,용인시
안동국시소람(백운호수점),음식,음식점,한식,경기도,의왕시
송추가마골(의정부제2청사점),음식,음식점,한식,경기도,의정부시
신선설농탕(의정부점),음식,음식점,한식,경기도,의정부시
오뎅식당,음식,음식점,한식,경기도,의정부시
고모네보리밥,음식,음식점,한식,경기도,이천시
장원갈비,음식,음식점,한식,경기도,파주시
우래면옥,음식,음식점,한식,경기도,파주시
등촌샤브칼국수(교하점),음식,음식점,한식,경기도,파주시
유가원설농탕,음식,음식점,한식,경기도,파주시
교하큰집,음식,음식점,한식,경기도,파주시
심학산유황오리전문점,음식,음식점,한식,경기도,파주시
밥상마루,음식,음식점,한식,경기도,파주시
민바리매운탕,음식,음식점,한식,경기도,파주시
순철네매운탕,음식,음식점,한식,경기도,파주시
수타손짜장,음식,음식점,중식,경기도,파주시
금촌화로구이,음식,음식점,한식,경기도,파주시
무봉리토종순대국(금촌점),음식,음식점,한식,경기도,파주시
서원,음식,음식점,한식,경기도,파주시
큰손집,음식,음식점,한식,경기도,파주시
바이킹뷔페(호텔오크우드점),음식,음식점,한식,서울,강남구
오발탄(역삼점),음식,음식점,한식,서울,강남구
용궁(역삼점),음식,음식점,중식,서울,강남구
강강술래(시흥점),음식,음식점,한식,서울,금천구
한국전통음식문화체험관 정강원,음식,음식점,한식,강원도,평창군
남궁(본점),음식,음식점,중식,경기도,고양시
로얄인디아,음식,음식점,아시아식,경기도,고양시
아시아아시아,음식,음식점,아시아식,경기도,고양시
참이맛감자탕(행신점),음식,음식점,한식,경기도,고양시
희래등(아크로타워점),음식,음식점,중식,경기도,안양시
희래등(호계점),음식,음식점,중식,경기도,안양시
홍춘관,음식,음식점,중식,경기도,양평군
우륵갈비(구.송정관),음식,음식점,한식,경기도,이천시
이천옥,음식,음식점,한식,경기도,이천시
이천쌀밥토야외식,음식,음식점,한식,경기도,이천시
만수장,음식,음식점,중식,경기도,포천시
백제령,음식,음식점,한식,경상남도,창원시
마천루,음식,음식점,중식,광주,서구
삼희불낙,음식,음식점,한식,광주,서구
새벽항구,음식,음식점,일식,광주,서구
송학,음식,음식점,한식,광주,서구
옥과한우촌 (상무점),음식,음식점,한식,광주,서구
원할머니보쌈(상무점),음식,음식점,한식,광주,서구
가츠라(종각점),음식,음식점,일식,서울,종로구
이바돔감자탕(상무점),음식,음식점,한식,광주,서구
종가집설렁탕,음식,음식점,한식,광주,서구
용지봉,음식,음식점,한식,대구,수성구
가가와,음식,음식점,일식,서울,노원구
옥미아구찜(망미본점),음식,음식점,한식,부산,수영구
목장원,음식,음식점,한식,부산,영도구
초우마을,음식,음식점,한식,서울,동대문구
엘림성,음식,음식점,중식,서울,동작구
웨이칭차이나,음식,음식점,중식,서울,마포구
강강술래(서초점),음식,음식점,한식,서울,서초구
소한마리정육식당,음식,음식점,한식,서울,성북구
오발탄(송파본점),음식,음식점,한식,서울,송파구
강강술래(여의도점),음식,음식점,한식,서울,영등포구
두바이레스토랑,음식,음식점,아시아식,서울,용산구
쌀람,음식,음식점,아시아식,서울,용산구
뉴와즈완,음식,음식점,아시아식,서울,용산구
우스마니아,음식,음식점,아시아식,서울,용산구
청사초롱,음식,음식점,한식,서울,용산구
타지펠리스,음식,음식점,아시아식,서울,용산구
베어린,음식,음식점,서양식,서울,종로구
딘타이펑코리아(명동중앙점),음식,음식점,중식,서울,중구
죽이야기(소공점),음식,음식점,한식,서울,중구
전주회관,음식,음식점,한식,서울,중구
화로연(명동점),음식,음식점,한식,서울,중구
참만나,음식,음식점,한식,서울,노원구
경복궁(울산점),음식,음식점,한식,울산,남구
도동산방,음식,음식점,한식,울산,울주군
사마리칸트,음식,음식점,아시아식,인천,중구
아라베스크,음식,음식점,아시아식,인천,중구
동보성,음식,음식점,중식,전라북도,익산시
샹그리아비치 관광호텔,음식,음식점,서양식,전라남도,목포시
원조이동갈비,음식,음식점,한식,전라남도,목포시
전주전통문화관 한벽루,음식,음식점,한식,전라북도,전주시
돌하르방,음식,음식점,한식,제주도,제주시
제주마원,음식,음식점,한식,제주도,서귀포시
대관원,음식,음식점,중식,제주도,제주시
올드상하이,음식,음식점,중식,제주도,제주시
연경,음식,음식점,중식,충청남도,보령시
녹원,음식,음식점,한식,충청남도,천안시
들꽃,음식,음식점,한식,충청남도,천안시
마루벌돌구이,음식,음식점,한식,충청남도,천안시
모미지,음식,음식점,일식,충청남도,천안시
신토불이,음식,음식점,한식,충청남도,천안시
지대루참숯왕소금구이,음식,음식점,한식,울산,남구
이화원,음식,음식점,중식,대전,유성구
우가네누렁소,음식,음식점,한식,경기도,성남시
프로간장게장(신사본점),음식,음식점,한식,서울,서초구
고려삼계탕(세종로점),음식,음식점,한식,서울,종로구
뉴욕뉴욕(켄싱턴호텔),음식,음식점,서양식,서울,영등포구
마리아칼라스,음식,음식점,카페/전통찻집,서울,서대문구
백암왕순대,음식,음식점,한식,서울,서대문구
다리원,음식,음식점,중식,서울,은평구
삼해집,음식,음식점,한식,서울,종로구
함흥곰보냉면,음식,음식점,한식,서울,종로구
비스테까,음식,음식점,서양식,서울,용산구
자하손만두,음식,음식점,한식,서울,종로구
평안도만두집,음식,음식점,한식,서울,종로구
커피친구,음식,음식점,카페/전통찻집,서울,종로구
깡장집 (광화문본점),음식,음식점,한식,서울,종로구
깃대봉냉면(창신본점),음식,음식점,한식,서울,종로구
쌀레에뻬뻬,음식,음식점,서양식,서울,종로구
나마스테(동묘본점),음식,음식점,아시아식,서울,종로구
사동면옥(관훈점),음식,음식점,한식,서울,종로구
명동할매낙지,음식,음식점,한식,서울,중구
허형만의 압구정커피집,음식,음식점,카페/전통찻집,서울,강남구
녹원,음식,음식점,카페/전통찻집,서울,동대문구
전광수 커피하우스,음식,음식점,카페/전통찻집,서울,중구
사마리칸트,음식,음식점,아시아식,서울,중구
와세다야(이촌본점),음식,음식점,일식,서울,용산구
두레멍석,음식,음식점,한식,서울,종로구
스테이크 춘자,음식,음식점,서양식,서울,서초구
금홍,음식,음식점,중식,서울,용산구
하노이의아침(홍우점),음식,음식점,아시아식,서울,영등포구
하노이의아침(리첸시아본점),음식,음식점,아시아식,서울,영등포구
황제숯불갈비,음식,음식점,한식,서울,영등포구
대한각,음식,음식점,중식,서울,용산구
전주중앙회관(명동본점),음식,음식점,한식,서울,중구
깡장집(시청점),음식,음식점,한식,서울,중구
안동국시소람(인사점),음식,음식점,한식,서울,종로구
와세다야 (청담점),음식,음식점,일식,서울,강남구
대동문,음식,음식점,한식,서울,영등포구
카페소노,음식,음식점,카페/전통찻집,서울,마포구
오우가,음식,음식점,한식,서울,중구
명동다방,음식,음식점,카페/전통찻집,서울,중구
크라이로드노이,음식,음식점,아시아식,서울,중구
도읍지,음식,음식점,한식,서울,동대문구
초유향,음식,음식점,중식,서울,중구
뉴델리(경희대점),음식,음식점,아시아식,서울,동대문구
비노인빌라,음식,음식점,서양식,서울,서초구
뽐모도로,음식,음식점,서양식,서울,종로구
촛불1978,음식,음식점,서양식,서울,중구
스패뉴(무교본점),음식,음식점,서양식,서울,중구
뉴욕바닷가재 (청담점),음식,음식점,서양식,서울,강남구
전원,음식,음식점,한식,서울,중구
라칸티나,음식,음식점,서양식,서울,중구
너비집,음식,음식점,한식,서울,중구
기와집 양대창센타,음식,음식점,한식,경기도,하남시
커피애(愛),음식,음식점,카페/전통찻집,서울,중구
서글렁탕,음식,음식점,한식,서울,영등포구
뱃고동(압구정점),음식,음식점,한식,서울,강남구
뱃고동(강남역점),음식,음식점,한식,서울,강남구
운산(광화문점),음식,음식점,한식,서울,중구
용수산(비원점),음식,음식점,한식,서울,종로구
안성집,음식,음식점,한식,서울,중구
송탄부대찌개,음식,음식점,한식,서울,중구
운산(여의도점),음식,음식점,한식,서울,영등포구
레드브릭,음식,음식점,서양식,서울,서초구
공리,음식,음식점,중식,서울,종로구
황생가칼국수,음식,음식점,한식,서울,종로구
시실리,음식,음식점,카페/전통찻집,서울,서초구
용수산(아크로비스타점),음식,음식점,한식,서울,서초구
고궁익스프레스(센트럴시티점),음식,음식점,한식,서울,서초구
고궁수라간(평택점),음식,음식점,한식,경기도,평택시
마이엑스와이프 시크릿레시피,음식,음식점,서양식,서울,중구
빌레스토랑,음식,음식점,서양식,서울,종로구
시옌,음식,음식점,중식,서울,광진구
에이오씨 (AOC),음식,음식점,서양식,서울,강남구
진주청국장,음식,음식점,한식,서울,서초구
고종의아침,음식,음식점,카페/전통찻집,서울,서초구
혜화칼국수(혜화본점),음식,음식점,한식,서울,종로구
옛날민속집(1호점),음식,음식점,한식,서울,종로구
더스테이크하우스,음식,음식점,서양식,서울,서초구
본뽀스또,음식,음식점,서양식,서울,강남구
아리차이,음식,음식점,중식,서울,관악구
시오리,음식,음식점,일식,서울,강남구
가마솥손두부,음식,음식점,한식,서울,송파구
청담골(청담점),음식,음식점,한식,서울,강남구
가야밀면,음식,음식점,한식,서울,강서구
어도,음식,음식점,일식,서울,강남구
닐리스 가든 (압구정점),음식,음식점,서양식,서울,강남구
카페 티(Cafe T),음식,음식점,카페/전통찻집,서울,강남구
마노디셰프,음식,음식점,서양식,서울,강남구
다하누 해솔뫼배박사,음식,음식점,한식,대구,서구
숲과오리,음식,음식점,한식,대구,수성구
내안에,음식,음식점,일식,대구,수성구
련,음식,음식점,일식,대구,북구
아낌없이 주는 나무,음식,음식점,서양식,대구,수성구
라벨라 쿠치나,음식,음식점,서양식,대구,수성구
황장군(평리점),음식,음식점,한식,대구,서구
삼수장어(수성본점),음식,음식점,한식,대구,수성구
